Réf. Part.;Type partenaire;Code EPJ;RS EPJ;Adresse EPJ;Forçage;Motif forçage;Date forçage;Client;Statut;Taux;Code département;Denom part.;Adresse part.;CP part.;Ville part.;Blacklistage;Motif blacklistage;Date blacklistage
EG0424144;;06080079;"Thabault";"50 bd Thouars 79300 BRESSUIRE";;;;06080079;Annonceur;Taux 3;079;"Arthur Bonnet Bressuire";"50  Bd de Thouars";79300;"Bressuire";;;
EG0424148;;56961682;"Arthur Bonnet";"57   crs Lamarque de Plaisance 33120 Arcachon";;;;;Non Annonceur;Taux 3;033;"Arthur Bonnet - Cuisiniste Arcachon Arcachon, 57-";"57   59 Cours Lamarque de Plaisance  33120 Arcachon  France";33120;"Arcachon";;;
EG0424183;;51715003;"Gfc Automobiles";"8 r Val Eure Euroval 28630 FONTENAY SUR EURE";;;;;Non Annonceur;Taux 3;028;"GFC AUTOMOBILES Fontenay-sur-Eure, 8 Avenue du Val de l'Eure";"8 Avenue du Val de l'Eure  28630 Fontenay sur Eure  France";28630;"Fontenay-sur-Eure";;;
EG0424191;;08622549;"Aramis";"36   r Ponthieu 75008 Paris";;;;;Non Annonceur;Taux 3;075;"Aramis Paris, 36 Rue de Ponthieu";"36 Rue de Ponthieu  75008 Paris  France";75008;"Paris";;;
EG0424192;;50135572;"Aramis";"19 av Albert Thomas 93320 LES PAVILLONS SOUS BOIS";;;;;Non Annonceur;Taux 3;093;"Aramis Les Pavillons-sous-Bois, 19 Avenue Albert Thomas";"19 Avenue Albert Thomas  93320 Les Pavillons sous Bois  France";93320;"Les Pavillons-sous-Bois";;;
EG0424193;;07593174;"Arthur Bonnet Immodesign Agencement";"2 r Léon Boursier 92400 COURBEVOIE";;;;07593174;Annonceur;Taux 3;092;"Arthur Bonnet - Cuisiniste Courbevoie Courbevoie, 2 Rue Léon Boursier";"2 Rue Léon Boursier  92400 Courbevoie  France";92400;"Courbevoie";;;
EG0424194;;00287868;"JLM LENIMAX";"39 av Eylau 75116 PARIS";;;;53883699;Annonceur Module;Taux 2;075;"Arthur Bonnet Paris Xvi";"39  Avenue d'Eylau";75116;"Paris";;;
EG0424195;;55892486;"Arthur Bonnet";"49 bd St Marcel 75013 PARIS";;;;;Non Annonceur;Taux 3;075;"Arthur Bonnet Paris Xiii";"49 boulevard Saint Marcel";75013;"Paris";;;
EG0424233;;09263615;"Idea Design";"123 R André Dessaux 45400 FLEURY LES AUBRAIS";;;;09263615;Annonceur Module;Taux 2;045;"Arthur Bonnet Orleans - Fleury Les Aubrais";"123 rue André Dessaux";45400;"Fleury les aubrais";;;
EG0424237;;54839944;"Technitoit Valence";"3 r Mauboule 26000 Valence";;;;;Non Annonceur;Taux 3;026;"Technitoit Valence";"Rue de Mauboule";26000;"Valence";;;
EG0424251;;00311861;"Garage Tourlan Et Fils";"4 R Cugnot 15000 AURILLAC";;;;00311861;Annonceur PVI;Taux 1;015;"Garage Tourlan Et Fils Aurillac, 4 Rue Cugnot";"4 Rue Cugnot  15000 Aurillac  France";15000;"Aurillac";;;
EG0424277;;55178950;"Arthur Bonnet";"287 rte Paris 16430 CHAMPNIERS";;;;;Non Annonceur;Taux 3;016;"Arthur Bonnet Angouleme - Champniers";"287 route de Paris";16430;"Champniers";;;
EG0424305;;52332492;"Garage du Centre";"12 r Puits 25310 PIERREFONTAINE LES BLAMONT";;;;;Non Annonceur;Taux 3;025;"Garage Du Centre Pierrefontaine-lès-Blamont, 12 Rue du Puits";"12 Rue du Puits  25310 Pierrefontaine lès Blamont  France";25310;"Pierrefontaine-lès-Blamont";;;
EG0424714;;07443108;"Top Pvc Tryba";"129 av Aubière 63800 COURNON D'AUVERGNE";;;;07443108;Annonceur Module;Taux 2;063;"Tryba Cournon";"Avenue d'Aubière";63800;"Cournon";;;
EG0424720;;50320917;"Technitoit Rennes";"zi Turbaniere 35530 BRECE";;;;;Non Annonceur;Taux 3;035;"Technitoit Rennes";"la Turbanière  Avenue du Général de Gaulle  35530 Brécé  France";35530;"Brécé";;;
EG0424923;;07211208;"Optical Center";"57 r Nationale 59800 Lille";;;;09324735;Annonceur Module;Taux 2;059;"Optical Center - LILLE";"57 Rue Nationale";59800;"LILLE";;;
EG0424924;;08841493;"Optical Center";"152 av Charles de Gaulle 92200 Neuilly sur Seine";;;;09324735;Annonceur Module;Taux 2;092;"Optical Center - NEUILLY CENTRE-VILLE";"152 Avenue Charles de Gaulle";92200;"NEUILLY SUR SEINE";;;
EG0424925;;08576599;"Optical Center";"8 r Grand Moulin 42000 SAINT ETIENNE";;;;09324735;Annonceur Module;Taux 2;042;"Optical Center - SAINT-ÉTIENNE";"8 Rue Grand Moulin";42000;"SAINT-ETIENNE";;;
EG0424926;;07862043;"Optical Center";"27 r Vasselot 35000 RENNES";;;;09324735;Annonceur Module;Taux 2;035;"Optical Center - RENNES";"27 Rue Vasselot";35000;"RENNES";;;
EG0424927;;09349858;"Optical Center";"che Gabarre 33270 FLOIRAC";;;;09324735;Annonceur Module;Taux 2;033;"Optical Center - FLOIRAC";"Rue de la Gabarre  Zone Commerciale de Vimeney  Bât 2";33270;"FLOIRAC";;;
EG0424928;;52915898;"Optical Center";"62 av Mar Leclerc 73000 CHAMBERY";;;;09324735;Annonceur Module;Taux 2;073;"Optical Center - CHAMBÉRY - CENTRE-VILLE";"62 Avenue Maréchal Leclerc";73000;"CHAMBÉRY";;;
EG0424931;;51616428;"Optical Center";"2 all Grand Launay 49000 ANGERS";;;;09324735;Annonceur Module;Taux 2;049;"Optical Center - ANGERS - GRAND MAINE";"ZAC du Centre Ouest Lac de Maine  2 allée du Grand Launay";49000;"ANGERS";;;
EG0424932;;08932393;"Optical Center";"10 r Vaisseau 59650 VILLENEUVE D'ASCQ";;;;09324735;Annonceur Module;Taux 2;059;"Optical Center - VILLENEUVE-D'ASCQ";"10 Rue du Vaisseau";59650;"VILLENEUVE D ASCQ";;;
EG0424933;;12354678;"Optical Center";"11 crs 50 Otages 44000 Nantes";;;;09324735;Annonceur Module;Taux 2;044;"Optical Center - NANTES";"Cours des 50 Otages";44000;"NANTES";;;
EG0424934;;12361882;"Optical Center";"50 av Mar Joffre 65000 Tarbes";;;;09324735;Annonceur Module;Taux 2;065;"Optical Center - TARBES";"50 Avenue Maréchal Joffre";65000;"TARBES";;;
EG0424937;;53403498;"Optical Center";"rte Carpentras 84130 LE PONTET";;;;09324735;Annonceur Module;Taux 2;084;"Optical Center - AVIGNON - LE PONTET";"Route de Carpentras";84130;"LE PONTET";;;
EG0424938;;09347508;"Optical Center";"111   rte Valentine 13011 Marseille";;;;09324735;Annonceur Module;Taux 2;013;"Optical Center - MARSEILLE - LA VALENTINE";"111 Route de la Valentine";13011;"MARSEILLE";;;
EG0424940;;52915943;"Optical Center";"zac Portes Oise 60230 CHAMBLY";;;;52915943;Annonceur;Taux 3;060;"Optical Center - CHAMBLY";"Rue Henri Becquerel";60230;"CHAMBLY";;;
EG0424941;;09454821;"Optical Center";"1 r Fort 77340 Pontault Combault";;;;09324735;Annonceur Module;Taux 2;077;"Optical Center - PONTAULT-COMBAULT";"3 Rue du Fort";77340;"PONTAULT COMBAULT";;;
EG0424942;;09291826;"Optical Center";"12   all Tilleuls 57130 Jouy aux Arches";;;;09324735;Annonceur Module;Taux 2;057;"Optical Center - JOUY-AUX-ARCHES";"12 bis  allée des Tilleuls  Zone d'Activités Parc Aravis";57130;"JOUY AUX ARCHES";;;
EG0424943;;09091294;"Optical Center CAEN";"7 r Bernières 14000 Caen";;;;09324735;Annonceur Module;Taux 2;014;"Optical Center - CAEN";"7 11 Rue de Bernières";14000;"CAEN";;;
EG0424944;;12200127;"Optical Center";"38 en Fournirue 57000 Metz";;;;09324735;Annonceur Module;Taux 2;057;"Optical Center - METZ - CENTRE-VILLE";"38 40 En Fournirue";57000;"METZ";;;
EG0424945;;08685819;"Optical Center";"rte Toulouse 33140 VILLENAVE D'ORNON";;;;53550706;Annonceur Module;Taux 2;033;"Optical Center - VILLENAVE-D'ORNON";"Chemin Bailloux";33140;"VILLENAVE D ORNON";;;
EG0424946;;09369679;"Optical Center";"13 pl Gordaine 18000 BOURGES";;;;09324735;Annonceur Module;Taux 2;018;"Optical Center - BOURGES";"13 Place Gordaine";18000;"BOURGES";;;
EG0424947;;08926482;"Optical Center";"231 av Marne 33700 Mérignac";;;;09324735;Annonceur Module;Taux 2;033;"Optical Center - MÉRIGNAC";"233 Avenue de la Marne";33700;"MERIGNAC";;;
EG0424948;;09625716;"Optical Center";"14 r Ernest Sarron 77410 CLAYE SOUILLY";;;;09324735;Annonceur Module;Taux 2;077;"Optical Center - CLAYE-SOUILLY";"14 Rue Ernest Sarron";77410;"CLAYE SOUILLY";;;
EG0424949;;08367255;"Optical Center";"1 r Docteur Mazet 38000 GRENOBLE";;;;09324735;Annonceur Module;Taux 2;038;"Optical Center - GRENOBLE";"1 Rue du Docteur Mazet";38000;"GRENOBLE";;;
EG0424950;;09353896;"Optical Center";"22 r Commerce 67550 VENDENHEIM";;;;09324735;Annonceur Module;Taux 2;067;"Optical Center - VENDENHEIM";"22 Rue du Commerce";67550;"VENDENHEIM";;;
EG0424952;;52915935;"Optical Center";"14 r André Breton 25000 BESANCON";;;;09324735;Annonceur Module;Taux 2;025;"Optical Center - BESANÇON - CHÂTEAUFARINE";"14 Rue André Breton";25000;"BESANÇON";;;
EG0424953;;08501377;"Optical Center";"37 r Rome 13001 Marseille";;;;53550706;Annonceur Module;Taux 2;013;"Optical Center - MARSEILLE - ROME";"37 Rue de Rome";13001;"MARSEILLE";;;
EG0424954;;51496930;"Audioprothésiste RONCQ Optical Center";"442 r Lille 59223 RONCQ";;;;53550706;Annonceur Module;Taux 2;059;"Optical Center - RONCQ";"442 Rue de Lille";59223;"RONCQ";;;
EG0424955;;12361750;"Audioprothésiste REZE Optical Center";"4 r Ordronneau 44400 REZE";;;;53550706;Annonceur Module;Taux 2;044;"Optical Center - REZÉ";"4 bis Rue Ordronneau";44400;"REZE";;;
EG0424956;;07541590;"Optical Center";"2 r Paul Bert 49100 Angers";;;;09324735;Annonceur Module;Taux 2;049;"Optical Center - ANGERS - CENTRE VILLE";"Rue Paul Bert";49100;"ANGERS";;;
EG0424957;;09340927;"Optical Center";"25 r Vieux Marché aux Vins 67000 STRASBOURG";;;;09324735;Annonceur Module;Taux 2;067;"Optical Center - STRASBOURG - CENTRE-VILLE";"25 Rue du Vieux Marché aux Vins";67000;"STRASBOURG";;;
EG0424958;;08337834;"Optical Center";"141 r Victor Hugo 76600 LE HAVRE";;;;09324735;Annonceur Module;Taux 2;076;"Optical Center - LE HAVRE";"141 Rue Victor Hugo";76600;"LE HAVRE";;;
EG0424959;;07200545;"Optical Center";"2 pl Défense 92800 PUTEAUX";;;;09324735;Annonceur Module;Taux 2;092;"Optical Center - CNIT-LA DÉFENSE";"2 Place de la Défense  Passage Carpeaux dans le Cnit";92800;"PUTEAUX";;;
EG0424960;;09476653;"Optical Center";"141 rdpt Polygone Nord 66000 Perpignan";;;;09476653;Annonceur;Taux 3;066;"Optical Center - PERPIGNAN - POLYGONE-NORD";"141 Chemin de l'Étang Long";66000;"PERPIGNAN";;;
EG0424961;;09407193;"Optical Center BEAUVAIS";"12 r Arago 60000 BEAUVAIS";;;;09324735;Annonceur Module;Taux 2;060;"Optical Center - BEAUVAIS";"12 Rue Arago";60000;"BEAUVAIS";;;
EG0424962;;09693158;"Optical Center";"10 av Henri Barbusse 38300 BOURGOIN JALLIEU";;;;09324735;Annonceur Module;Taux 2;038;"Optical Center - BOURGOIN-JALLIEU";"10 Avenue Henri Barbusse";38300;"BOURGOIN JALLIEU";;;
EG0424963;;08631586;"Optical Center";"41 av Denis Padovani 13127 VITROLLES";;;;09324735;Annonceur Module;Taux 2;013;"Optical Center - VITROLLES";"41 Avenue Denis Padovani";13127;"VITROLLES";;;
EG0424964;;08960182;"Optical Center";"11 r Genève 74100 ANNEMASSE";;;;09324735;Annonceur Module;Taux 2;074;"Optical Center - ANNEMASSE";"11 Rue de Genève";74100;"ANNEMASSE";;;
EG0424965;;08630864;"Optical Center";"20 av Marne 64200 BIARRITZ";;;;09324735;Annonceur Module;Taux 2;064;"Optical Center - BIARRITZ";"20 Avenue de la Marne";64200;"BIARRITZ";;;
EG0424966;;09388466;"Optical Center";"r Poitou 91220 BRETIGNY SUR ORGE";;;;09324735;Annonceur Module;Taux 2;091;"Optical Center - BRÉTIGNY-SUR-ORGE";"Rue du poitou  ZAC de Maison Neuve";91220;"BRÉTIGNY-SUR-ORGE";;;
EG0424967;;09353524;"Optical Center";"8 av Marranes 81990 LE SEQUESTRE";;;;09324735;Annonceur Module;Taux 2;081;"Optical Center - ALBI - LE SÉQUESTRE";"8 Avenue des Marranes";81990;"LE SÉQUESTRE";;;
EG0424968;;09187686;"Optical Center";"82 r Joseph Vernet 84000 AVIGNON";;;;09324735;Annonceur Module;Taux 2;084;"Optical Center - AVIGNON";"82 Rue Joseph Vernet";84000;"AVIGNON";;;
EG0424969;;09291823;"Optical Center";"3 r Zone du Saule Gaillard 54390 Frouard";;;;09324735;Annonceur Module;Taux 2;054;"Optical Center - NANCY - FROUARD";"Rue du Bois";54390;"FROUARD";;;
EG0424971;;09227771;"Optical Center";"av 28 Arpents 94380 BONNEUIL SUR MARNE";;;;09324735;Annonceur Module;Taux 2;094;"Optical Center - BONNEUIL-SUR-MARNE";"ZAC Parc des Varennes  Avenue des 28 Arpents";94380;"BONNEUIL SUR MARNE";;;
EG0424972;;09072301;"Optical Center";"63 av Paris 94160 Saint Mandé";;;;09324735;Annonceur Module;Taux 2;094;"Optical Center - SAINT-MANDÉ";"63 Avenue de Paris";94160;"SAINT-MANDÉ";;;
EG0424973;;09098945;"Optical Center";"16 r Paul Baudry 85000 LA ROCHE SUR YON";;;;09324735;Annonceur Module;Taux 2;085;"Optical Center - LA ROCHE-SUR-YON";"16 Rue Paul Baudry";85000;"LA ROCHE-SUR-YON";;;
EG0424974;;09413690;"Optical Center";"8 pl Carnot 69002 Lyon";;;;09324735;Annonceur Module;Taux 2;069;"Optical Center - LYON - PERRACHE";"8 Place Carnot";69002;"LYON";;;
EG0424975;;09694717;"Audioprothésiste SAINTE-EULALIE Optical Center";"av Aquitaine 33560 SAINTE EULALIE";;;;53550706;Annonceur Module;Taux 2;033;"Optical Center - SAINTE-EULALIE";"Zone Commercial Grand Tour 2  Avenue de l'Aquitaine";33560;"SAINTE-EULALIE";;;
EG0424976;;09439609;"Optical Center";"2 r Albert Einstein 66330 CABESTANY";;;;09324735;Annonceur Module;Taux 2;066;"Optical Center - CABESTANY - MAS GUÉRIDO";"2 Rue Albert Einstein";66330;"CABESTANY";;;
EG0424977;;07952166;"Optical Center";"26 r Jeanne d'Arc 76000 ROUEN";;;;09324735;Annonceur Module;Taux 2;076;"Optical Center - ROUEN";"26 Rue Jeanne d'Arc";76000;"ROUEN";;;
EG0424978;;50316513;"Optical Center";"  bd Tilsit 95290 L'Isle Adam";;;;09324735;Annonceur Module;Taux 2;095;"Optical Center - L'ISLE-ADAM";"Boulevard de Tilsit";95290;"L ISLE ADAM";;;
EG0424979;;52915945;"Optical Center";"r Garenne 02100 FAYET";;;;09324735;Annonceur Module;Taux 2;002;"Optical Center - SAINT-QUENTIN - FAYET";"Rue de la Garenne  Zone Ciale Auchan Fayet ZAC le Forum de Picardie";02100;"Fayet";;;
EG0424980;;09229479;"Optical Center";"  r Grand But 59160 Lomme";;;;09324735;Annonceur Module;Taux 2;059;"Optical Center - LOMME";"Rue du Grand But Lomme";59160;"LOMME";;;
EG0424981;;09271493;"Optical Center";"17 pl Magellan 44800 SAINT HERBLAIN";;;;09324735;Annonceur Module;Taux 2;044;"Optical Center - SAINT-HERBLAIN";"17 Place Magellan  Pôle Atlantis";44800;"SAINT-HERBLAIN";;;
EG0424982;;08950340;"Optical Center";"47 r Blatin 63000 CLERMONT FERRAND";;;;09324735;Annonceur Module;Taux 2;063;"Optical Center - CLERMONT-FERRAND";"47 Rue Blatin";63000;"CLERMONT FERRAND";;;
EG0424983;;08983824;"Optical Center";"70 av Gén de Gaulle 44600 Saint Nazaire";;;;09324735;Annonceur Module;Taux 2;044;"Optical Center - SAINT-NAZAIRE";"70 Rue du Général de Gaulle";44600;"SAINT-NAZAIRE";;;
EG0424985;;08857244;"Optical Center";"9 r Salle 78100 Saint Germain en Laye";;;;09324735;Annonceur Module;Taux 2;078;"Optical Center - SAINT-GERMAIN-EN-LAYE";"9 Rue de la Salle";78100;"SAINT-GERMAIN-EN-LAYE";;;
EG0424986;;09476665;"Optical Center";"2 pl Résistance 37000 TOURS";;;;09324735;Annonceur Module;Taux 2;037;"Optical Center - TOURS";"2 Place de la Résistance";37000;"TOURS";;;
EG0424988;;09426590;"Optical Center";"47 rte Bayonne 31300 TOULOUSE";;;;09324735;Annonceur Module;Taux 2;031;"Optical Center - TOULOUSE - PURPAN";"47 Route de Bayonne";31300;"TOULOUSE";;;
EG0424989;;52915892;"Optical Center";"263 av Prado 13008 Marseille";;;;09324735;Annonceur Module;Taux 2;013;"Optical Center - MARSEILLE - PRADO";"263 Avenue du Prado";13008;"MARSEILLE";;;
EG0424990;;09260661;"Optical Center";"6 r Albert 1er 45000 Orléans";;;;09260661;Annonceur;Taux 3;045;"Optical Center - ORLÉANS";"6 Rue Albert 1er";45000;"ORLÉANS";;;
EG0424992;;09476610;"Optical Center";"9 av Victor Hugo 13100 AIX EN PROVENCE";;;;09324735;Annonceur Module;Taux 2;013;"Optical Center - AIX-EN-PROVENCE";"9 Avenue Victor Hugo";13100;"AIX EN PROVENCE";;;
EG0424993;;07639770;"Optical Center";"52 crs Alsace et Lorraine 33000 BORDEAUX";;;;09324735;Annonceur Module;Taux 2;033;"Optical Center - BORDEAUX - CENTRE-VILLE";"52 Cours d'Alsace Lorraine";33000;"BORDEAUX";;;
EG0424994;;04559986;"Optical Center";"83 rte Reine 92100 BOULOGNE BILLANCOURT";;;;53550706;Annonceur Module;Taux 2;092;"Optical Center - BOULOGNE - REINE";"83 Route de la Reine";92100;"BOULOGNE BILLANCOURT";;;
EG0424995;;09187634;"Optical Center";"30 r Charles Peguy 67200 STRASBOURG";;;;09324735;Annonceur Module;Taux 2;067;"Optical Center - STRASBOURG - HAUTEPIERRE";"30 Rue Charles Péguy";67200;"STRASBOURG";;;
EG0424996;;08955197;"Optical Center";"37 r Nationale 59140 DUNKERQUE";;;;53550706;Annonceur Module;Taux 2;059;"Optical Center - DUNKERQUE";"37 Rue Nationale";59140;"DUNKERQUE";;;
EG0424997;;09264377;"Optical Center REIMS - NEUVILLETTE";"r Bazelaire 51100 Reims";;;;09324735;Annonceur Module;Taux 2;051;"Optical Center - REIMS - NEUVILLETTE";"Rue du docteur bazelaire actipole neuvillette";51100;"REIMS";;;
EG0424998;;09321131;"Optical Center";"2 bd Alpes 38240 Meylan";;;;09324735;Annonceur Module;Taux 2;038;"Optical Center - MEYLAN";"2 Boulevard des Alpes";38240;"MEYLAN";;;
EG0424999;;09277777;"Optical Center";"zac Logettes 35135 CHANTEPIE";;;;09324735;Annonceur Module;Taux 2;035;"Optical Center - CHANTEPIE";"Rue des Logettes";35135;"CHANTEPIE";;;
EG0425000;;08985470;"Optical Center";"47 bd Clemenceau 66000 Perpignan";;;;09324735;Annonceur Module;Taux 2;066;"Optical Center - PERPIGNAN - CENTRE-VILLE";"47 Boulevard Georges Clemenceau";66000;"PERPIGNAN";;;
EG0425001;;09061560;"Optical Center";"190   r Normandie 45160 Olivet";;;;09324735;Annonceur Module;Taux 2;045;"Optical Center - OLIVET - LA SOURCE";"190 Rue de Normandie";45160;"OLIVET";;;
EG0425002;;08073821;"Optical Center";"29 bd Eugène Deruelle 69003 Lyon";;;;09324735;Annonceur Module;Taux 2;069;"Optical Center - LYON - PART-DIEU";"29 Boulevard Eugène Deruelle";69003;"LYON";;;
EG0425003;;52915939;"Optical Center";"60 r Guillaume du Vair 13290 AIX EN PROVENCE";;;;09324735;Annonceur Module;Taux 2;013;"Optical Center - AIX-LES-MILLES - LA PIOLINE";"60 rue Guillaume du Vair  ZAC de la Piolone";13290;"AIX EN PROVENCE";;;
EG0425004;;12120701;"Optical Center";"che Départemental 915 95520 OSNY";;;;53550706;Annonceur Module;Taux 2;095;"Optical Center - OSNY";"Chemin des Poiriers  ZAC de l'Oseraie";95420;"OSNY";;;
EG0425005;;51851980;"Optical Center";"1 zac Arc 80330 Longueau";;;;51851980;Annonceur;Taux 3;080;"Optical Center - LONGUEAU";"1 Avenue de l'Arc";80330;"LONGUEAU";;;
EG0425006;;08868591;"Optical Center";"100 pl 8 Mai 1945 93200 SAINT DENIS";;;;53550706;Annonceur Module;Taux 2;093;"Optical Center - SAINT-DENIS";"102 Rue Gabriel Péri";93200;"SAINT-DENIS";;;
EG0425007;;09283558;"Optical Center";"127 av Cournon 63170 AUBIERE";;;;09324735;Annonceur Module;Taux 2;063;"Optical Center - AUBIÈRE";"127 Avenue de Cournon";63170;"AUBIÈRE";;;
EG0425008;;08857497;"Optical Center";"8   pl Fer à Cheval 94310 Orly";;;;09324735;Annonceur Module;Taux 2;094;"Optical Center - ORLY";"8 place du Fer à Cheval  Galerie du centre commerical ORLYDIS";94310;"ORLY";;;
EG0425009;;07714119;"Optical Center";"4 r Bourse 69001 Lyon";;;;09324735;Annonceur Module;Taux 2;069;"Optical Center - LYON - BOURSE";"4 Rue de la Bourse";69001;"LYON";;;
EG0425010;;08137569;"Optical Center";"9 r John Fitzgerald Kennedy 31000 TOULOUSE";;;;09324735;Annonceur Module;Taux 2;031;"Optical Center - TOULOUSE - CAPITOLE";"9 Rue John Fitzgerald Kennedy";31000;"TOULOUSE";;;
EG0425012;;59184581;"Audioprothésiste VILLEFRANCHE-SUR-SAONE Optical Center";"161 r Nationale 69400 VILLEFRANCHE SUR SAONE";;;;53550706;Annonceur Module;Taux 2;069;"Optical Center - VILLEFRANCHE-SUR-SAONE";"161 Rue Nationale";69400;"VILLEFRANCHE SUR SAONE";;;
EG0425014;;09292978;"Optical Center";"248 rte Vannes 44700 Orvault";;;;09292978;Annonceur;Taux 3;044;"Optical Center - ORVAULT";"248 Route de Vannes";44700;"ORVAULT";;;
EG0425015;;08924107;"Optical Center";"442   av Jean Prouvé 30900 Nîmes";;;;09324735;Annonceur Module;Taux 2;030;"Optical Center - NÎMES";"IMMEUBLE ACTIPOLIS D2  442 Avenue Jean Prouvé";30900;"NIMES";;;
EG0425016;;09472451;"Optical Center";"16 r République 25000 BESANCON";;;;09324735;Annonceur Module;Taux 2;025;"Optical Center - BESANÇON - CENTRE-VILLE";"16 Rue de la République";25000;"BESANCON";;;
EG0425017;;08857093;"Optical Center";"20 r Paroisse 78000 VERSAILLES";;;;09324735;Annonceur Module;Taux 2;078;"Optical Center - VERSAILLES PAROISSE";"20 Rue de la Paroisse";78000;"VERSAILLES";;;
EG0425018;;53405027;"Optical Center";"av Mer 34470 PEROLS";;;;53550706;Annonceur Module;Taux 2;034;"Optical Center - PÉROLS";"Avenue de la mer";34470;"PEROLS";;;
EG0425019;;12092085;"Optical Center";"26 all Jules Milhau 34000 Montpellier";;;;09324735;Annonceur Module;Taux 2;034;"Optical Center - MONTPELLIER";"Allée Jules Milhau";34000;"MONTPELLIER";;;
EG0425020;;51010676;"Optical Center";"331 av Colmar 67100 STRASBOURG";;;;09324735;Annonceur Module;Taux 2;067;"Optical Center - STRASBOURG - LA MEINAU";"331 Avenue de Colmar";67100;"STRASBOURG";;;
EG0425021;;08707791;"Optical Center";"67 crs Emile Zola 69100 VILLEURBANNE";;;;09324735;Annonceur Module;Taux 2;069;"Optical Center - VILLEURBANNE";"67 Cours Emile Zola";69100;"VILLEURBANNE";;;
EG0425022;;09375585;"Optical Center";"che Bergnieulles 62231 COQUELLES";;;;53550706;Annonceur Module;Taux 2;062;"Optical Center - CALAIS - COQUELLES";"Rue de Bergnieulles";62231;"COQUELLES";;;
EG0425023;;09476636;"Optical Center REIMS - CORMONTREUIL";"10 r Laps 51350 CORMONTREUIL";;;;09324735;Annonceur Module;Taux 2;051;"Optical Center - REIMS - CORMONTREUIL";"10 Rue des Laps";51350;"CORMONTREUIL";;;
EG0425024;;51410184;"Optical Center";"zac Pastre 13400 AUBAGNE";;;;09324735;Annonceur Module;Taux 2;013;"Optical Center - AUBAGNE";"Avenue de la Baumonne";13400;"AUBAGNE";;;
EG0425025;;09291821;"Optical Center";"37 r Visitation 54000 Nancy";;;;09324735;Annonceur Module;Taux 2;054;"Optical Center - NANCY - CENTRE-VILLE";"37 Rue de la Visitation";54000;"NANCY";;;
EG0425027;;08951873;"Optical Center";"362 r Gén Leclerc 95130 FRANCONVILLE";;;;09324735;Annonceur Module;Taux 2;095;"Optical Center - FRANCONVILLE";"362 avenue du Général Leclerc";95130;"FRANCONVILLE";;;
EG0425028;;08773051;"Optical Center";"10 bis av Genève 74000 ANNECY";;;;53550706;Annonceur Module;Taux 2;074;"Optical Center - ANNECY";"10 bis Avenue de Genève";74000;"ANNECY";;;
EG0425029;;09562729;"Optical Center";"45 B rte Nationale 10 78310 COIGNIERES";;;;09324735;Annonceur Module;Taux 2;078;"Optical Center - COIGNIÈRES";"45 Route Nationale 10";78310;"COIGNIÈRES";;;
